song_id	line_id	line_orig	line_transl
6	10-5	I want you to	Я так хочу, чтобы ты
6	11-1	STAY For Christmas	Останься на Рождество
6	11-2	아늑한 오늘 밤	В уютную эту ночь
6	11-3	STAY For Christmas	Останься на Рождество
6	11-4	모든 걸 다 내려놔	Забудь про всё
6	12-1	STAY For Christmas	Останься на Рождество
6	12-2	It's cold outside 내게로 와	На улице холодно, иди ко мне
6	12-3	24 to 25 bae	C 24 на 25, малыш
6	12-4	Just STAY with me	Просто останься со мной
6	13-1	특별한 이 시간	Этот момент особенный
6	13-2	너랑은 언제나	С тобой у нас всегда
6	13-3	December 25	25 декабря
6	13-4	You're my carol, carol	Ты моя рождественская песня
6	14-1	소중한 이 시간	Этот момент драгоценен
6	14-2	너랑은 언제나 yeah	С тобой у нас всегда, да
6	14-3	24 to 25 bae	C 24 на 25, малыш
6	14-4	Just STAY with me	Просто останься со мной
7	0-1	Cause I'm 30 baby Come on Over hear	Ведь мне 30, детка Давай, послушай
7	0-2	이 밤 가기 전에 내게로 와	Приходи ко мне до конца ночи
7	1-1	Cause I'm 30 sexy hey sexy lady	Ведь мне 30, детка Хэй, сексуальная девушка
7	1-2	지금 이 무대 위에 너와 단둘이	На этой сцене мы с тобой одни
7	2-1	I know you 모든걸 알아 신경쓰지마	Знаю тебя, я знаю всё, не переживай
7	2-2	느낄 수 있는 건 무대 위의 너와나	Всё, что чувствую, это на сцене ты и я
7	2-3	처음부터 우릴 보여주진 않을꺼야	С самого начала не показывал нас
7	2-4	숨소리부터 이 비트 위에 올려봐	Своё дыхание наполни этим ритмом
7	3-1	Party-ya-yi-ya- oh baby	Вечеринка-я-и-я оу, детка
7	3-2	Party-ya- 내게로 와	Праздник-я иди ко мне
7	3-3	Party-ya-yi-ya-oh baby	Вечеринка-я-и-я оу, детка
7	3-4	Party-ya-불을 켜봐	Праздник-я включай свет
7	4-1	hey sexy lady 달아나지마 다가와	Хэй, сэкси леди, не убегай, подойди
7	4-2	준비는 더 이상 필요 없어 말 들어	Готовиться больше не надо, послушай меня
7	4-3	지금은 서로를 위해 손을 붙잡는걸	Мы держим руки лишь для друг друга
7	4-4	시작은 내가 할 테니 넌 내 말 들어	Я начну, так что послушай меня
7	5-1	Cause I'm 30 baby Come on Over hear	Ведь мне 30, детка Давай, послушай
7	5-2	이 밤 가기 전에 내게로 와	Приходи ко мне до конца ночи
7	6-1	Cause I'm 30 sexy hey sexy lady	Ведь мне 30, детка Хэй, сексуальная девушка
7	6-2	지금 이 무대 위에 너와 단둘이	На этой сцене мы с тобой одни
7	7-1	Party-ya-yi-ya- oh baby	Вечеринка-я-и-я оу, детка
7	7-2	Party-ya- 내게로 와	Праздник-я иди ко мне
7	7-3	Party-ya-yi-ya-oh baby	Вечеринка-я-и-я оу, детка
7	7-4	Party-ya-불을 켜봐	Праздник-я включай свет
7	8-1	Relax your mind 	Расслабь свой разум
7	8-2	우리 Show로만 	Это наше шоу
7	8-3	충분하진 않아 지금	Этого недостаточно
7	8-4	볼륨을 올려 조명을 채워	Сделай громче и добавь огней
7	8-5	마지막을 향해서 	И до самого конца
7	9-1	Keep it Please.	Продолжай, прошу
7	9-2	Don't stop the music.	Не останавливай музыку
7	10-1	Party-ya-yi-ya- oh baby	Вечеринка-я-и-я оу, детка
7	10-2	Party-ya- 내게로 와	Праздник-я иди ко мне
7	10-3	Party-ya-yi-ya-oh baby	Вечеринка-я-и-я оу, детка
7	10-4	Party-ya-불을 켜봐	Праздник-я включай свет
8	0-2	
4번째의 계절이 바뀌었지	
А сейчас мы погружены в четвёртый сезон.
8	0-3	
한참 널 맴돌다	
Я медлила, находясь рядом с тобой.
8	0-4	
비로소 널 마주한 순간	
Но сейчас, стоило нам встретиться лицом к лицу,
8	0-5	
그 어느 때보다 더 빛난	
Увидел ли ты, как сильно я сияю,
8	0-6	
지금 내 모습 보이지	
Ярче, чем когда-либо?
8	1-1	달빛에 가득 실어 보냈던	Единственная мечта моего сердца,
8	1-2	
내 맘속의 단 하나의 소원	
Которую я, освещённая светом луны, загадала,
8	1-3	
이뤄진 그 고백	
Сейчас претворилась в жизнь.
8	2-1	꿈꾸는 것처럼 설레며	Моё сердце трепещет, словно во сне.
8	2-2	
오래 잠 못 들고 지새던	
Каждую ночь я проводила
8	2-3	
너만을 그려온 매일 밤	
В неспособности избавиться от мыслей о тебе.
8	3-1	한 걸음마다 너에게 간단 떨림을 담아	С каждым шагом я волнуюсь всё больше.
8	3-2	
이렇게 우린 운명처럼	
Нам будто помогла судьба: мы нашли друг друга,
8	3-3	
서롤 찾아 이끌려 왔어	
Нас что-то свело вместе.
8	4-1	긴 어둠이 와도	Даже если тьма надолго накроет нас,
8	4-2	
눈부시게 떠올라	
Я встану и буду излучать свет.
8	4-3	
오직 너 하날 비출게	
Я смогу освещать только тебя,
8	4-4	
You 넌 나의 중심	
Ты — мой центр.
8	4-5	
나의 모든 날들을 전부 모아 다 네게 줄게	
Я все свои дни до единого отдам тебе.
8	5-1	구름 뒤에 가려진 밤도	Облачными ночами
8	5-2	
별빛 아래 숨는 그런 날조차	
Сможешь ли ты увидеть меня,
8	5-3	
넌 날 봐줄까	
Прячущуюся под светом звёзд?
8	6-1	한없이 작아지다가도	Я начинаю чувствовать себя такой маленькой,
8	6-2	
나는 한 뼘만큼 네게로	
Но опять же,
8	6-3	
또다시 기울고 차올라	
Я становлюсь всё ближе к тебе.
8	7-1	우리가 만나 한 걸음마다	С каждым шагом, что мы делаем,
8	7-2	
쌓아갈 시간	
Времени, отведённого нам, будет больше.
8	7-3	
이럴 운명을 알았다면	
Если бы я только знала, что так будет,
8	7-4	
나 두렵지 않았을 텐데	
Я не была бы напугана.
8	8-1	긴 어둠이 와도	Даже если тьма надолго накроет нас,
8	8-2	
눈부시게 떠올라 오직 너 하날 비출게	
Я встану и буду излучать свет.
8	8-3	
You 넌 나의 중심	
Я смогу освещать только тебя,
8	8-4	
나의 모든 날들을 전부 모아 다 네게 줄게	
Ты — мой центр.
8	9-1	Cuz you are my only one	Потому что ты мой уникальный,
8	9-2	
단 하나의 orbit yeah	
Моя единственная орбита.
8	9-3	
나아가고 또 멈출 곳은 내겐 너뿐이니까	
Моё исключительное место, куда я стремлюсь и где готова остаться,
8	10-1	늘 너의 마음속	Всегда в твоём сердце
8	10-2	
눈부시게 떠올라 오직 너 하날 비출 게	
Я буду освещать тебя.
8	10-3	
You 넌 나의 중심	
Ты — мой центр.
8	10-4	
나의 모든 날들을 전부 모아 다 네게 줄게	
Я все свои дни до единого отдам тебе.
9	0-1	눈을 감아 보이는 3rd Eye	Глаза закрыты, вижу третьим глазом
9	0-2	원하는 걸 보여줘 3rd Eye	Покажи, что я хочу, третий глаз
9	0-3	I just wish I could see me me	Просто желаю увидеть себя, себя
9	0-4	눈을 감아 보이는 3rd Eye I I	Глаза закрыты, вижу третьим глазом я, я
9	1-1	뭘까 뭐가 맞는지를 몰라	Что верно я не знаю
9	1-2	뭔가 알듯 모르겠는 몰카	А ты знаешь многое, как скрытая камера
9	1-3	내 두 눈은 이미 속아 넘어갔고	Глаза уже были обмануты
